Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
MUSICIANS/S/Sandman/World_Hit_01.sid                     Music_Assembler
MUSICIANS/S/Sane/2_Speed.sid                             DMC
MUSICIANS/S/Sane/Almost_Cool.sid                         DMC
MUSICIANS/S/Sane/Atmosfear.sid                           DMC
MUSICIANS/S/Sane/Atmosfear_Long_version.sid              DMC
MUSICIANS/S/Sane/Downunda.sid                            DMC
MUSICIANS/S/Sane/Emphatic_2_intro.sid                    DMC
MUSICIANS/S/Sane/Enter_Sandman.sid                       DMC
MUSICIANS/S/Sane/First_Ever.sid                          MoN/FutureComposer
MUSICIANS/S/Sane/For_Tide.sid                            DMC
MUSICIANS/S/Sane/Grind_Mental.sid                        DMC
MUSICIANS/S/Sane/Isolationist.sid                        DMC
MUSICIANS/S/Sane/NOS_Writer.sid                          DMC
MUSICIANS/S/Sane/Senseless.sid                           DMC
MUSICIANS/S/Sane/Voices_in_My_Head.sid                   DMC
MUSICIANS/S/Sanyo/Evolution_tune_3.sid                   Sanyo_Digi
MUSICIANS/S/Sanyo/Evolution_tune_5.sid                   Sanyo_Digi
MUSICIANS/S/Sanyo/Tropical_Storm_tune_6.sid              Sanyo_Digi
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_1_Intro.sid      Soundmonitor
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_2_Title.sid      Sarratou_Digi
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_3_Game_Complete.sid Sarratou_Digi
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_4_Game_Over.sid  Sarratou_Digi
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_ingame_1-2.sid   Sarratou_Digi
MUSICIANS/S/Sarratou_Pierre/Evil_Garden_ingame_3-6.sid   Sarratou_Digi
MUSICIANS/S/Sauron/TAF_Music_3.sid                       MoN/FutureComposer
MUSICIANS/S/Sauron/TAF_Music_4.sid                       MoN/FutureComposer
MUSICIANS/S/Sauron/TAF_Music_8.sid                       MoN/FutureComposer
MUSICIANS/S/Sax/Chromance_Intro.sid                      DMC
MUSICIANS/S/Sax/Digi_Music.sid                           DMC
MUSICIANS/S/Sax/Dr_Olja_Milk.sid                         DMC
MUSICIANS/S/Sax/Eho_Music.sid                            DMC
MUSICIANS/S/Sax/Hitmen_Intro.sid                         DMC
MUSICIANS/S/Sax/Music_0a.sid                             DMC
MUSICIANS/S/Sax/Music_0b.sid                             DMC
MUSICIANS/S/Sax/Music_0c.sid                             DMC
MUSICIANS/S/Sax/Music_0d.sid                             DMC
MUSICIANS/S/Sax/Music_0e.sid                             DMC
MUSICIANS/S/Sax/Music_1_v4.sid                           DMC
MUSICIANS/S/Sax/Music_Bass.sid                           DMC
MUSICIANS/S/Sax/Music_Demo.sid                           DMC
MUSICIANS/S/Sax/Put_Your_Face_into_My_Ass.sid            DMC
MUSICIANS/S/Sax/Sax_02.sid                               DMC
MUSICIANS/S/Sax/TPFC_1.sid                               DMC
MUSICIANS/S/Sax/TPFC_3.sid                               DMC
MUSICIANS/S/Sax/TPFC_4.sid                               DMC
MUSICIANS/S/Saxxon/ChippenTrance_II.sid                  GoatTracker_V2.x
MUSICIANS/S/Saxxon/Sevenfunk.sid                         GoatTracker_V2.x
MUSICIANS/S/Saxxon/Sparks.sid                            GoatTracker_V2.x
MUSICIANS/S/Scales_Neil/Anybody_There.sid                Ariston
MUSICIANS/S/Scales_Neil/Carma.sid                        Ariston
MUSICIANS/S/Scales_Neil/Doody.sid                        Ariston
MUSICIANS/S/Scales_Neil/Doyen.sid                        Ariston
MUSICIANS/S/Scales_Neil/Elite_Syncs.sid                  Ariston
MUSICIANS/S/Scales_Neil/Journey.sid                      Ariston
MUSICIANS/S/Scales_Neil/Maybe_Next_Time.sid              Ariston
MUSICIANS/S/Scales_Neil/NWCUG_Demo.sid                   David_Whittaker
MUSICIANS/S/Scales_Neil/NWCUG_Demo_2_intro.sid           Rob_Hubbard
MUSICIANS/S/Scales_Neil/NWCUG_Demo_3.sid                 Ariston
MUSICIANS/S/Scales_Neil/Nfrod_Services.sid               Ariston
MUSICIANS/S/Scales_Neil/Popcorn.sid                      Ariston
MUSICIANS/S/Scan/Afrikaan_Beat.sid                       GoatTracker_V2.x
MUSICIANS/S/Scan/Cooper_Demo_part_3.sid                  MoN/FutureComposer
MUSICIANS/S/Scan/Cosmetic_part_3.sid                     MoN/FutureComposer
MUSICIANS/S/Scan/High_Tech_tune_2.sid                    MoN/FutureComposer
MUSICIANS/S/Scan/Our_First_Demo_tune_1.sid               MoN/FutureComposer
MUSICIANS/S/Scan/Relaxing.sid                            MoN/FutureComposer
MUSICIANS/S/Scan/Rock_da_House_tune_3.sid                MoN/FutureComposer
MUSICIANS/S/Scan/Rock_da_House_tune_4.sid                Soundmonitor
MUSICIANS/S/Scan/S_O_I_A_S_O_T_O_part_2.sid              MoN/FutureComposer
MUSICIANS/S/Scan/Solarium_tune_3.sid                     MoN/FutureComposer
MUSICIANS/S/Scan/Soulmates_tune_2.sid                    MoN/FutureComposer
MUSICIANS/S/Scan/Soulmates_tune_4.sid                    MoN/FutureComposer
MUSICIANS/S/Scan/Starshine_part_1.sid                    MoN/FutureComposer
MUSICIANS/S/Scan/Starshine_part_2.sid                    JCH_NewPlayer
MUSICIANS/S/Scan/Whos_in_Da_House_part_1.sid             MoN/FutureComposer
MUSICIANS/S/Scan/Whos_in_Da_House_part_2.sid             MoN/FutureComposer
MUSICIANS/S/Scan/Whos_in_Da_House_part_3.sid             MoN/FutureComposer
MUSICIANS/S/Scan/Why_Not_II_part_2.sid                   MoN/FutureComposer
MUSICIANS/S/Scandor/Gogoroggo_tune_2.sid                 MoN/FutureComposer
MUSICIANS/S/Scandor/Gogoroggo_tune_3.sid                 MoN/FutureComposer
MUSICIANS/S/Scandor/Gogoroggo_tune_5.sid                 MoN/FutureComposer
MUSICIANS/S/Scandor/Only_a_Demo_tune_1.sid               Sound-Tracker_64
MUSICIANS/S/Scanpjucka/Picture_Show_intro.sid            Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_1_v1.sid         Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_1_v2.sid         Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_1_v3.sid         Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_2_v1.sid         Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_2_v2.sid         Music_Assembler
MUSICIANS/S/Scanpjucka/Sukhebauhe_Intro_3.sid            Music_Assembler
MUSICIANS/S/Scarim_Nick/Grandmas_House.sid               Spinnaker
MUSICIANS/S/Scarim_Nick/Sesame_Street_Letter-Go-Round.sid K-Byte
MUSICIANS/S/Scarim_Nick/Spy_vs_Spy.sid                   Nick_Scarim
MUSICIANS/S/Scarim_Nick/Spy_vs_Spy_II_The_Island_Caper.sid Nick_Scarim
MUSICIANS/S/Scarlet/AOTY.sid                             DMC
MUSICIANS/S/Scarlet/A_Forest.sid                         DMC
MUSICIANS/S/Scarlet/Arabian_Music.sid                    DMC
MUSICIANS/S/Scarlet/Arabian_Techno.sid                   DMC
MUSICIANS/S/Scarlet/Bajm.sid                             DMC
MUSICIANS/S/Scarlet/Beatels.sid                          Music_Assembler
MUSICIANS/S/Scarlet/Beverly_Zone.sid                     DMC
MUSICIANS/S/Scarlet/Cebion.sid                           DMC
MUSICIANS/S/Scarlet/Country.sid                          DMC
MUSICIANS/S/Scarlet/Crazy_Techno.sid                     DMC
MUSICIANS/S/Scarlet/Dreams.sid                           DMC
MUSICIANS/S/Scarlet/Dreams_2.sid                         DMC
MUSICIANS/S/Scarlet/E-35.sid                             DMC
MUSICIANS/S/Scarlet/E-Mix.sid                            DMC
MUSICIANS/S/Scarlet/Exaggeration.sid                     DMC
MUSICIANS/S/Scarlet/Fast_Love.sid                        DMC
MUSICIANS/S/Scarlet/Funy.sid                             DMC
MUSICIANS/S/Scarlet/Happy_Go_Lucky.sid                   DMC
MUSICIANS/S/Scarlet/Heal_the_Pain.sid                    DMC
MUSICIANS/S/Scarlet/House_Lovesong.sid                   DMC
MUSICIANS/S/Scarlet/I_Like_Chopin.sid                    DMC
MUSICIANS/S/Scarlet/Just_for_Me.sid                      DMC
MUSICIANS/S/Scarlet/Kombi_1.sid                          DMC
MUSICIANS/S/Scarlet/Kombi_2.sid                          DMC
MUSICIANS/S/Scarlet/Mariah_Carey.sid                     DMC
MUSICIANS/S/Scarlet/Marks.sid                            DMC
MUSICIANS/S/Scarlet/Minoan_Man.sid                       DMC
MUSICIANS/S/Scarlet/Moonlight_Shadow.sid                 DMC
MUSICIANS/S/Scarlet/Music_01.sid                         DMC
MUSICIANS/S/Scarlet/Music_02.sid                         DMC
MUSICIANS/S/Scarlet/Music_03.sid                         DMC
MUSICIANS/S/Scarlet/Music_04.sid                         DMC
MUSICIANS/S/Scarlet/No_Limits.sid                        Music_Assembler
MUSICIANS/S/Scarlet/No_Name.sid                          DMC
MUSICIANS/S/Scarlet/PON_94.sid                           DMC
MUSICIANS/S/Scarlet/Phone_Alice.sid                      DMC
MUSICIANS/S/Scarlet/Pollution_Time.sid                   DMC
MUSICIANS/S/Scarlet/Scarlet_01.sid                       DMC
MUSICIANS/S/Scarlet/Scarlet_02.sid                       Music_Assembler
MUSICIANS/S/Scarlet/Scarlet_03.sid                       Music_Assembler
MUSICIANS/S/Scarlet/Scarlet_04.sid                       Music_Assembler
MUSICIANS/S/Scarlet/Scarlet_05.sid                       Music_Assembler
MUSICIANS/S/Scarlet/Scarlet_Music_Collection_intro.sid   DMC
MUSICIANS/S/Scarlet/See_You.sid                          Music_Assembler
MUSICIANS/S/Scarlet/Short_Story.sid                      DMC
MUSICIANS/S/Scarlet/Short_Techno.sid                     DMC
MUSICIANS/S/Scarlet/Silver_Shoot.sid                     Music_Assembler
MUSICIANS/S/Scarlet/Sixteen.sid                          DMC
MUSICIANS/S/Scarlet/Smalltown_Boy.sid                    DMC
MUSICIANS/S/Scarlet/Sth_Like_Blues.sid                   DMC
MUSICIANS/S/Scarlet/Strangers.sid                        DMC
MUSICIANS/S/Scarlet/Triple.sid                           DMC
MUSICIANS/S/Scarlet/Two_Elephants.sid                    Music_Assembler
MUSICIANS/S/Scarlet/Universe.sid                         DMC
MUSICIANS/S/Scarlet/Voicetracker_Tune_01.sid             Music_Assembler
MUSICIANS/S/Scarlet/Voicetracker_Tune_02.sid             Music_Assembler
MUSICIANS/S/Scarlet/Voicetracker_Tune_03.sid             Music_Assembler
MUSICIANS/S/Scarlet/What_Is_Love.sid                     Music_Assembler
MUSICIANS/S/Scarlet/Yolk.sid                             DMC
MUSICIANS/S/Scarzix/64_Non_Blondes.sid                   CheeseCutter_2.x
MUSICIANS/S/Scarzix/8-bit_Seas_of_Love.sid               CheeseCutter_2.x
MUSICIANS/S/Scarzix/A_Cruising_Journey.sid               SidFactory_II/Laxity
MUSICIANS/S/Scarzix/AlienRubberducker.sid                CheeseCutter_2.x
MUSICIANS/S/Scarzix/Always_Trust_a_Stranger_tune_1.sid   MoN/FutureComposer
MUSICIANS/S/Scarzix/Ancients.sid                         CheeseCutter_2.x
MUSICIANS/S/Scarzix/Another_Hero_Has_Died.sid            CheeseCutter_2.x
MUSICIANS/S/Scarzix/Areferendumdum.sid                   CheeseCutter_2.x
MUSICIANS/S/Scarzix/Auxillary_Love_2SID.sid              CheeseCutter_2.x
MUSICIANS/S/Scarzix/Axel_F.sid                           JCH_NewPlayer
MUSICIANS/S/Scarzix/Back_2_Basic.sid                     CheeseCutter_2.x
MUSICIANS/S/Scarzix/Be_Happy.sid                         JCH_NewPlayer
MUSICIANS/S/Scarzix/Berggreen_I_Am.sid                   CheeseCutter_2.x
MUSICIANS/S/Scarzix/Blue_Sounds.sid                      JCH_NewPlayer
MUSICIANS/S/Scarzix/Bozzanossa.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/Braun_Mix.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Bruce_Lee.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Bus_Noise_intro.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Bus_Noise_maintune.sid               CheeseCutter_2.x
MUSICIANS/S/Scarzix/Cannonball.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/CheeseFunk.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/Cheese_Around_the_Clock.sid          CheeseCutter_2.x
MUSICIANS/S/Scarzix/Cheese_and_Crackers.sid              CheeseCutter_2.x
MUSICIANS/S/Scarzix/Combat_Zone.sid                      JCH_NewPlayer
MUSICIANS/S/Scarzix/Connected.sid                        CheeseCutter_2.x
MUSICIANS/S/Scarzix/Cry_4_Rex.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Crystalized.sid                      CheeseCutter_2.x
MUSICIANS/S/Scarzix/Da_Cheese_Cut.sid                    CheeseCutter_2.x
MUSICIANS/S/Scarzix/DelyWiz.sid                          CheeseCutter_2.x
MUSICIANS/S/Scarzix/Demo_001.sid                         JCH_NewPlayer
MUSICIANS/S/Scarzix/Demo_of_the_Year_88_Micro.sid        MoN/FutureComposer
MUSICIANS/S/Scarzix/Don_Domingo.sid                      CheeseCutter_2.x
MUSICIANS/S/Scarzix/Dralactix.sid                        SidFactory_II/Laxity
MUSICIANS/S/Scarzix/Dukseload.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Electrix.sid                         CheeseCutter_2.x
MUSICIANS/S/Scarzix/Electrosphere_Part_1.sid             CheeseCutter_2.x
MUSICIANS/S/Scarzix/Energy.sid                           CheeseCutter_2.x
MUSICIANS/S/Scarzix/Forgotten_Times.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Gaffeland.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Galactix.sid                         JCH_NewPlayer
MUSICIANS/S/Scarzix/Galactix_V2_0.sid                    JCH_NewPlayer
MUSICIANS/S/Scarzix/Get_Going.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Ghost_of_Scarzix.sid                 CheeseCutter_2.x
MUSICIANS/S/Scarzix/Goldblat_Groove.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Golden_Moments.sid                   CheeseCutter_2.x
MUSICIANS/S/Scarzix/Greatest_Pal.sid                     CheeseCutter_2.x
MUSICIANS/S/Scarzix/Home_Trip.sid                        CheeseCutter_2.x
MUSICIANS/S/Scarzix/How_2_Die.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Impuls.sid                           JCH_NewPlayer
MUSICIANS/S/Scarzix/Jar-Re.sid                           JCH_NewPlayer
MUSICIANS/S/Scarzix/Jay-S-L.sid                          CheeseCutter_2.x
MUSICIANS/S/Scarzix/Jingle.sid                           JCH_NewPlayer
MUSICIANS/S/Scarzix/Jingle_Bells_Funk.sid                CheeseCutter_2.x
MUSICIANS/S/Scarzix/Knights_and_Dames.sid                CheeseCutter_2.x
MUSICIANS/S/Scarzix/LaserSharp.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/Legacy_of_Time.sid                   CheeseCutter_2.x
MUSICIANS/S/Scarzix/LemmingWay.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/LifeForms_loader.sid                 CheeseCutter_2.x
MUSICIANS/S/Scarzix/Lykkelig.sid                         CheeseCutter_2.x
MUSICIANS/S/Scarzix/Mac_Knullax.sid                      CheeseCutter_2.x
MUSICIANS/S/Scarzix/Moody_Cougar.sid                     CheeseCutter_2.x
MUSICIANS/S/Scarzix/Moozak.sid                           CheeseCutter_2.x
MUSICIANS/S/Scarzix/Mus_Godt_Nok.sid                     JCH_NewPlayer
MUSICIANS/S/Scarzix/Never_Tear_Us_Apart.sid              CheeseCutter_2.x
MUSICIANS/S/Scarzix/New_Wave_part_1.sid                  MoN/FutureComposer
MUSICIANS/S/Scarzix/New_Wave_part_2.sid                  MoN/FutureComposer
MUSICIANS/S/Scarzix/Norwegian_Sunset.sid                 CheeseCutter_2.x
MUSICIANS/S/Scarzix/Not_Funk_Yeah.sid                    JCH_NewPlayer
MUSICIANS/S/Scarzix/Noxius.sid                           JCH_NewPlayer
MUSICIANS/S/Scarzix/Oehh.sid                             JCH_NewPlayer
MUSICIANS/S/Scarzix/Oev_Thomas.sid                       JCH_NewPlayer
MUSICIANS/S/Scarzix/Oh_Flute.sid                         JCH_NewPlayer
MUSICIANS/S/Scarzix/Old_Boy.sid                          CheeseCutter_2.x
MUSICIANS/S/Scarzix/Old_Micro_Digi_part_1.sid            MoN/FutureComposer
MUSICIANS/S/Scarzix/Planet_Carsberg.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Punkyfunk.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/R_U_Robotz.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/Real_Wat_d_fuc.sid                   JCH_NewPlayer
MUSICIANS/S/Scarzix/Relaxity_64.sid                      CheeseCutter_2.x
MUSICIANS/S/Scarzix/Rolling.sid                          JCH_NewPlayer
MUSICIANS/S/Scarzix/Scratch_n.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Singularity_2SID.sid                 CheeseCutter_2.x
MUSICIANS/S/Scarzix/Sorry_Pal.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Starfield.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Starhiker_Directors_cut.sid          CheeseCutter_2.x
MUSICIANS/S/Scarzix/Starhiker_Scrollwars_edition.sid     CheeseCutter_2.x
MUSICIANS/S/Scarzix/Syntax_Eruption.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Tecnochip.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Telly.sid                            JCH_NewPlayer
MUSICIANS/S/Scarzix/Thief.sid                            JCH_NewPlayer
MUSICIANS/S/Scarzix/Transastic.sid                       CheeseCutter_2.x
MUSICIANS/S/Scarzix/Tumti-Dum.sid                        JCH_NewPlayer
MUSICIANS/S/Scarzix/Visual_Brothers.sid                  CheeseCutter_2.x
MUSICIANS/S/Scarzix/Waiting.sid                          JCH_NewPlayer
MUSICIANS/S/Scarzix/Xmash_2025.sid                       CheeseCutter_2.x
MUSICIANS/S/Scheepers_Marco/Beat_Box_II_tune_1.sid       Marco_Scheepers
MUSICIANS/S/Scheepers_Marco/Beat_Box_II_tune_2.sid       Marco_Scheepers
MUSICIANS/S/Scheepers_Marco/Cut_Creator.sid              Marco_Scheepers
MUSICIANS/S/Scheepers_Marco/Deranged.sid                 E_Determann
MUSICIANS/S/Scheepers_Marco/Dossier_Commodore.sid        Marco_Scheepers
MUSICIANS/S/Scheepers_Marco/Sprightly_Spidey.sid         Marco_Scheepers
MUSICIANS/S/Schluenzen_Sven/Compact_Disc_Album_Vol_III.sid Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Dreaming.sid                 Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Friction_USA.sid             Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Jimbo_Baby.sid               Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Jungle_Tungle.sid            Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Lucky_Time.sid               Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Magic.sid                    Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Polyphonix.sid               Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Screaming.sid                Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Silly_Race.sid               Soundmonitor
MUSICIANS/S/Schluenzen_Sven/Theme_Star_Wars.sid          Soundmonitor
MUSICIANS/S/Schluenzen_Sven/V-The_Aliens.sid             Soundmonitor
MUSICIANS/S/Schmidt_Felix/Absym.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Break.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Camelion.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Felix/Cool_Times.sid                 Soundmonitor
MUSICIANS/S/Schmidt_Felix/Cool_Times_II.sid              Soundmonitor
MUSICIANS/S/Schmidt_Felix/Deadhead.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Felix/Desire.sid                     Soundmonitor
MUSICIANS/S/Schmidt_Felix/Exciting.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Felix/Gamble.sid                     Soundmonitor
MUSICIANS/S/Schmidt_Felix/Gold.sid                       Soundmonitor
MUSICIANS/S/Schmidt_Felix/Mic_2.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Mic_3.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Mic_4.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Mic_Tune.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Felix/New_Year_Song_II.sid           Soundmonitor
MUSICIANS/S/Schmidt_Felix/Shanx.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Softy.sid                      Soundmonitor
MUSICIANS/S/Schmidt_Felix/Star_Fog.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Felix/Suggest.sid                    Soundmonitor
MUSICIANS/S/Schmidt_Felix/Yourtear.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Miron/Hommage_to_Hubbard.sid         Soundmonitor
MUSICIANS/S/Schmidt_Miron/JJJ.sid                        Soundmonitor
MUSICIANS/S/Schmidt_Miron/Melody_II.sid                  Soundmonitor
MUSICIANS/S/Schmidt_Miron/Mirror_Master_Is_Dead.sid      Soundmonitor
MUSICIANS/S/Schmidt_Miron/Pltplplt.sid                   Soundmonitor
MUSICIANS/S/Schmidt_Miron/Rob_Style_5.sid                Soundmonitor
MUSICIANS/S/Schmoldt_Dave/Rondo_1.sid                    Master_Composer
MUSICIANS/S/Schmoldt_Dave/Rondo_2.sid                    Master_Composer
MUSICIANS/S/Schmoldt_Dave/Rondo_3.sid                    Master_Composer
MUSICIANS/S/Schneider_Markus/41_Neurons.sid              Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/64er-Disc_Intro.sid         LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/64er-Disc_Issue_01_90.sid   X-Ample
MUSICIANS/S/Schneider_Markus/A_New_Temptation_tune_1.sid MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/A_New_Temptation_tune_2.sid Soundmonitor
MUSICIANS/S/Schneider_Markus/A_Song_for_You_tune_9.sid   LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Ahead_Crack_Intro.sid       LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Apoxoly.sid                 X-Ample
MUSICIANS/S/Schneider_Markus/Beyond_Force_part_1.sid     X-Ample
MUSICIANS/S/Schneider_Markus/Beyond_Force_part_2.sid     X-Ample
MUSICIANS/S/Schneider_Markus/Beyond_the_Zero.sid         LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Blind_Guard.sid             X-Ample
MUSICIANS/S/Schneider_Markus/Cooperation-Demo_tune_1.sid MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Crime_Time.sid              X-Ample
MUSICIANS/S/Schneider_Markus/Crown.sid                   X-Ample
MUSICIANS/S/Schneider_Markus/Crystal_Fever.sid           X-Ample
MUSICIANS/S/Schneider_Markus/Declem.sid                  X-Ample
MUSICIANS/S/Schneider_Markus/Demo_Music_1.sid            LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Dichno.sid                  X-Ample
MUSICIANS/S/Schneider_Markus/Dick_Tracy.sid              X-Ample
MUSICIANS/S/Schneider_Markus/Django.sid                  MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Domination.sid              MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Double_Density_Commercial.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Elite_Intro.sid             LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Elite_Squad.sid             X-Ample
MUSICIANS/S/Schneider_Markus/End.sid                     MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Enola_Gay.sid               MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Font_Magic_2_intro.sid      MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/For_Shining_8.sid           MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/For_Strike_Force.sid        LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Game_On_1989_09.sid         LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Game_On_1989_11.sid         MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Game_On_1990_03.sid         X-Ample
MUSICIANS/S/Schneider_Markus/Game_On_1990_04.sid         X-Ample
MUSICIANS/S/Schneider_Markus/Game_On_1990_10.sid         X-Ample
MUSICIANS/S/Schneider_Markus/Game_On_intro.sid           LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Gilded_Age.sid              X-Ample
MUSICIANS/S/Schneider_Markus/Harmony.sid                 Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/Have_Fun.sid                LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Hawkeye_II.sid              X-Ample
MUSICIANS/S/Schneider_Markus/Intruder-The_Space_Quest.sid X-Ample
MUSICIANS/S/Schneider_Markus/Its_Real_Acieed.sid         LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Leave_for_Battle.sid        GoatTracker_V2.x
MUSICIANS/S/Schneider_Markus/Legacy.sid                  Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/Lethal_Zone.sid             X-Ample
MUSICIANS/S/Schneider_Markus/Level_99_Intro.sid          LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Lingo.sid                   LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Mad_Springs.sid             X-Ample
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_0.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_1.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_2.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_3.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_4.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_5.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_6.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_7.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_8.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Demo_Designer_tune_9.sid LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Disk_64_1989_11.sid   MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Magic_Disk_64_1990_03.sid   X-Ample
MUSICIANS/S/Schneider_Markus/Magic_Disk_64_1990_04.sid   X-Ample
MUSICIANS/S/Schneider_Markus/Magic_Disk_64_1990_09.sid   X-Ample
MUSICIANS/S/Schneider_Markus/Magic_Disk_64_1990_12.sid   X-Ample
MUSICIANS/S/Schneider_Markus/Magic_Events.sid            LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Magic_Mouse_in_Goblin_Land.sid X-Ample
MUSICIANS/S/Schneider_Markus/Markus_Schneider_01.sid     Rob_Hubbard
