Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
MUSICIANS/M/Manganoid/Tech_Within.sid                    GoatTracker_V2.x
MUSICIANS/M/Manganoid/TempesT_at_Evoke_2024.sid          GoatTracker_V2.x
MUSICIANS/M/Manganoid/Terrahawks.sid                     GoatTracker_V2.x
MUSICIANS/M/Manganoid/Thing_for_Me.sid                   GoatTracker_V2.x
MUSICIANS/M/Manganoid/ToHipToRapToHop_6581.sid           GoatTracker_V2.x
MUSICIANS/M/Manganoid/ToHipToRapToHop_8580.sid           GoatTracker_V2.x
MUSICIANS/M/Manganoid/Tony_Do_It.sid                     GoatTracker_V2.x
MUSICIANS/M/Manganoid/Transformers_G1_S1.sid             GoatTracker_V2.x
MUSICIANS/M/Manganoid/Transformers_G1_S3.sid             GoatTracker_V2.x
MUSICIANS/M/Manganoid/Ultra_Turbo_Lazy.sid               DefleMask_v12
MUSICIANS/M/Manganoid/Wanna_Chase.sid                    DefleMask_v12
MUSICIANS/M/Manganoid/Wanna_Tell_Cant_Say.sid            GoatTracker_V2.x
MUSICIANS/M/Manganoid/WavyCube.sid                       GoatTracker_V2.x
MUSICIANS/M/Manganoid/Way_You_Kiss_Me.sid                GoatTracker_V2.x
MUSICIANS/M/Manganoid/X-MEN_Arcade_Stage_1.sid           GoatTracker_V2.x
MUSICIANS/M/Manganoid/X-Men_Stage_2.sid                  GoatTracker_V2.x
MUSICIANS/M/Manganoid/Y_M_O_2SID.sid                     GoatTracker_V2.x
MUSICIANS/M/Manganoid/Zaho_Eternelle.sid                 GoatTracker_V2.x
MUSICIANS/M/Maniac/Emotions.sid                          AMP
MUSICIANS/M/Maniac/Enforce.sid                           Music_Assembler
MUSICIANS/M/Maniac/Glory_Intro.sid                       Music_Assembler
MUSICIANS/M/Maniac/Maniac_01.sid                         Music_Assembler
MUSICIANS/M/Maniac/Maniac_02.sid                         Music_Assembler
MUSICIANS/M/Maniac/Maniac_03.sid                         Music_Assembler
MUSICIANS/M/Maniac/Mixed_Vibrations.sid                  AMP
MUSICIANS/M/Maniac/No_Name.sid                           MoN/FutureComposer
MUSICIANS/M/Maniac/Shake_It.sid                          Music_Assembler
MUSICIANS/M/Maniac/Strange_Fantasys.sid                  AMP
MUSICIANS/M/Manical/El_Diego_C64_remix_2SID.sid          GoatTracker_V2.x
MUSICIANS/M/Manical/Escape.sid                           GoatTracker_V2.x
MUSICIANS/M/Manical/Fabios_Last_Dance.sid                GoatTracker_V2.x
MUSICIANS/M/Manik/Drastic_Dream.sid                      Reflextracker
MUSICIANS/M/Manik/Hlavno_Pivo.sid                        Reflextracker
MUSICIANS/M/Manik/I_Love_Punk.sid                        Reflextracker
MUSICIANS/M/Manik/Killer.sid                             Reflextracker
MUSICIANS/M/Manik/Museum_of_Death.sid                    Reflextracker
MUSICIANS/M/Manik/Suk_Face.sid                           Reflextracker
MUSICIANS/M/Mankeli/A_Warm_Place.sid                     GoatTracker_V2.x
MUSICIANS/M/Mankeli/C-64_IRC.sid                         GoatTracker_V1.x
MUSICIANS/M/Mankeli/Crestfallen_Techno.sid               GoatTracker_V1.x
MUSICIANS/M/Mankeli/Dark_Castle_Techno.sid               GoatTracker_V1.x
MUSICIANS/M/Mankeli/Descent.sid                          GoatTracker_V1.x
MUSICIANS/M/Mankeli/Deus_Ex_Machina.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Distance.sid                         GoatTracker_V1.x
MUSICIANS/M/Mankeli/EcmPlasma.sid                        GoatTracker_V2.x
MUSICIANS/M/Mankeli/Eiffel_64.sid                        GoatTracker_V1.x
MUSICIANS/M/Mankeli/En_Tahdo_Sinua_Enaeae.sid            GoatTracker_V2.x
MUSICIANS/M/Mankeli/Funkkiskyrpae.sid                    GoatTracker_V2.x
MUSICIANS/M/Mankeli/Hashembly_Winter_2017.sid            GoatTracker_V2.x
MUSICIANS/M/Mankeli/Hieano_Bassosysteemi.sid             GoatTracker_V1.x
MUSICIANS/M/Mankeli/Human_Male.sid                       GoatTracker_V1.x
MUSICIANS/M/Mankeli/Journey_to_Hell.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Koekkoe-Maen_2_C64_hax0r.sid         GoatTracker_V1.x
MUSICIANS/M/Mankeli/Liberation_Anal.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Limited_Abilities.sid                GoatTracker_V1.x
MUSICIANS/M/Mankeli/Link_to_the_Past_C64_MiX.sid         GoatTracker_V1.x
MUSICIANS/M/Mankeli/Magnetic_Moons.sid                   GoatTracker_V1.x
MUSICIANS/M/Mankeli/Martti_on_Jopen_Kaveri.sid           GoatTracker_V1.x
MUSICIANS/M/Mankeli/Masturoscillation.sid                GoatTracker_V1.x
MUSICIANS/M/Mankeli/Megaman_Vs_MOS-8580.sid              GoatTracker_V1.x
MUSICIANS/M/Mankeli/Monty_and_Zelda.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Munakoisoahteri.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Nasu_Ninja_Goes_Russia.sid           GoatTracker_V1.x
MUSICIANS/M/Mankeli/Niilo_ja_Arska.sid                   GoatTracker_V1.x
MUSICIANS/M/Mankeli/Nonstop_Teletubbies_Experience.sid   GoatTracker_V1.x
MUSICIANS/M/Mankeli/Only_for_you.sid                     GoatTracker_V1.x
MUSICIANS/M/Mankeli/Papulin_5.sid                        GoatTracker_V2.x
MUSICIANS/M/Mankeli/Parallax.sid                         GoatTracker_V1.x
MUSICIANS/M/Mankeli/Perverted_Ringmodulation_Fetish.sid  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Plutonia_Experiment.sid              GoatTracker_V1.x
MUSICIANS/M/Mankeli/Pokemon_in_my_C_64_SHIT.sid          GoatTracker_V1.x
MUSICIANS/M/Mankeli/Portuguze_Pirate_Game.sid            GoatTracker_V1.x
MUSICIANS/M/Mankeli/Psykopathic_wannabeTrance.sid        GoatTracker_V1.x
MUSICIANS/M/Mankeli/Quaternion_Twister.sid               GoatTracker_V1.x
MUSICIANS/M/Mankeli/Raa_asti_Raiskattu_Ringmaen.sid      GoatTracker_V1.x
MUSICIANS/M/Mankeli/Really_Fuckin_Techno.sid             GoatTracker_V1.x
MUSICIANS/M/Mankeli/Return_of_the_Lemmings.sid           GoatTracker_V1.x
MUSICIANS/M/Mankeli/Rubicon.sid                          GoatTracker_V1.x
MUSICIANS/M/Mankeli/Sidmeet.sid                          GoatTracker_V2.x
MUSICIANS/M/Mankeli/StarFox.sid                          GoatTracker_V1.x
MUSICIANS/M/Mankeli/Subbass_Jarerap.sid                  GoatTracker_V1.x
MUSICIANS/M/Mankeli/Subbass_Shadow_Man.sid               GoatTracker_V1.x
MUSICIANS/M/Mankeli/Suomen_Kunnia_on_Kyseessae.sid       GoatTracker_V1.x
MUSICIANS/M/Mankeli/Suuri_Tuska_Sielussani.sid           GoatTracker_V1.x
MUSICIANS/M/Mankeli/Tecmo_Rygar-FIGHT.sid                GoatTracker_V1.x
MUSICIANS/M/Mankeli/Vicious_SID_2_loadertunes.sid        GoatTracker_V2.x
MUSICIANS/M/Mankeli/Xinerama.sid                         GoatTracker_V1.x
MUSICIANS/M/Marc/Always_in_Our_Minds_part_1.sid          Soundmonitor
MUSICIANS/M/Marc/Always_in_Our_Minds_part_3.sid          Soundmonitor
MUSICIANS/M/Marc/Dance_Mix.sid                           Soundmonitor
MUSICIANS/M/Marc/Disarmament_tune_2.sid                  Soundmonitor
MUSICIANS/M/Marc/Disarmament_tune_3.sid                  Soundmonitor
MUSICIANS/M/Marc/Dub_Mix.sid                             Soundmonitor
MUSICIANS/M/Marc/Heart_remix.sid                         Soundmonitor
MUSICIANS/M/Marc/I_Get_Excited.sid                       Soundmonitor
MUSICIANS/M/Marc/Its_Party_Time_tune_2.sid               Soundmonitor
MUSICIANS/M/Marc/My_Inner_Voice_part_1.sid               Soundmonitor
MUSICIANS/M/Marc/Remix.sid                               Soundmonitor
MUSICIANS/M/Marc/Turn_Up_the_Bass.sid                    Soundmonitor
MUSICIANS/M/Marcy/Another_Style.sid                      DreamComposer/Tendance
MUSICIANS/M/Marcy/Boom.sid                               DreamComposer/Tendance
MUSICIANS/M/Marcy/Cold_Comfort.sid                       DMC
MUSICIANS/M/Marcy/Compomusic_1.sid                       DMC
MUSICIANS/M/Marcy/Corrupted.sid                          DMC
MUSICIANS/M/Marcy/Corrupted_v2.sid                       DMC
MUSICIANS/M/Marcy/Doorway.sid                            DreamComposer/Tendance
MUSICIANS/M/Marcy/For_Therapy.sid                        DMC
MUSICIANS/M/Marcy/Gakos_Muba.sid                         DMC
MUSICIANS/M/Marcy/Haberdashery.sid                       DMC
MUSICIANS/M/Marcy/Haughty_Music.sid                      DMC
MUSICIANS/M/Marcy/Impure.sid                             DMC
MUSICIANS/M/Marcy/Innocent_Face.sid                      DMC
MUSICIANS/M/Marcy/Intromusic.sid                         DMC
MUSICIANS/M/Marcy/Its_Light.sid                          DMC
MUSICIANS/M/Marcy/Jolly_Day.sid                          DMC
MUSICIANS/M/Marcy/Laughter.sid                           DMC
MUSICIANS/M/Marcy/Marcy_03.sid                           Sosperec
MUSICIANS/M/Marcy/Motive_Power.sid                       DMC
MUSICIANS/M/Marcy/Remembrance.sid                        DMC
MUSICIANS/M/Marcy/Slight_Music.sid                       DMC
MUSICIANS/M/Marcy/Slow_Development.sid                   DMC
MUSICIANS/M/Marcy/Strong_Rock.sid                        DMC
MUSICIANS/M/Marcy/Superstition.sid                       DMC
MUSICIANS/M/Marcy/Trackmomusic.sid                       DMC
MUSICIANS/M/Marcy/Words.sid                              DMC
MUSICIANS/M/Mare/Big_Fun.sid                             Music_Assembler
MUSICIANS/M/Mare/Enlightenment_Druid_2_rmx.sid           Music_Assembler
MUSICIANS/M/Mare/Funny_Tune.sid                          Music_Assembler
MUSICIANS/M/Mare/Funny_Tune_v2.sid                       Music_Assembler
MUSICIANS/M/Mare/Funny_Tune_v3.sid                       Music_Assembler
MUSICIANS/M/Mare/I_Love_Fairlight.sid                    Music_Assembler
MUSICIANS/M/Mare/Mare_01.sid                             Music_Assembler
MUSICIANS/M/Mare/Mare_02.sid                             Music_Assembler
MUSICIANS/M/Mare/Mariane.sid                             Music_Assembler
MUSICIANS/M/Mare/Power_Mag_Preview_note.sid              Music_Assembler
MUSICIANS/M/Mario64/Club64.sid                           Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/Endstation.sid                       Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/From_Berlin_to_Paris_tune_4.sid      Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/Goto_97.sid                          Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/Happy_50th_Birthday_Airwolf.sid      Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/Messy_Messi.sid                      Hermit/SidWizard_V1.x
MUSICIANS/M/Mario64/SID_of_Buddha.sid                    Hermit/SidWizard_V1.x
MUSICIANS/M/Mark_II/City_Cobra.sid                       Soundmonitor
MUSICIANS/M/Mark_II/Crackman_Intro.sid                   Background_MusicEditor
MUSICIANS/M/Mark_II/Escape_from_New_York.sid             Background_MusicEditor
MUSICIANS/M/Mark_II/Hubert_Van_Crack.sid                 Soundmonitor
MUSICIANS/M/Marquis_Dave/Air_on_the_G_String.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/All_the_Grapes.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Amazon_Rag.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/American_Patrol.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Angels_of_Glory.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Angels_on_High.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Antoinette_March.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Aria_Figaro.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Aria_Pastorella.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Arioso.sid                      Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Badinerie.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Barbara_Polka.sid               Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Beau_Ideal.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Beautiful_Dreamer.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/British_Patrol_March.sid        Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Camptown_Races.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Chaconne.sid                    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Charge_of_the_Uhlans_March.sid  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Chimes.sid                      Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Clarinet_Concerto.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Clover_Leaf_Rag.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Cole_Smoak.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/College_Days_March.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Combination_March.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Consolation.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Deck_the_Halls.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Dimples.sid                     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Diplomat.sid                    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Don_Giovanni_Minuet.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Dreaming.sid                    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/El_Capitan.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Etude_in_C_Sharp_Minor.sid      Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Fantasia.sid                    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Father_of_Victory_March.sid     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Fatinitza_March.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Figaro.sid                      Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Finlandia.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Florida_Rag.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Four_Seasons-Autumn.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Four_Seasons-Spring.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Four_Seasons-Summer.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Four_Seasons-Winter.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Freckles_Rag.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Fuer_Elise.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Fugue_in_C_Major.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Fugue_on_the_Christmas_Chorale.sid Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Funeral_March_of_a_Marionette.sid Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Gavotte_in_B_Minor.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/General_Grants_Grand_March.sid  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/German_Patrol_March.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Gladiolus_Rag.sid               Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Glockenspiel.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Gold_and_Silver_Waltz.sid       Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Hail_to_Spirit_of_Liberty.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Hall_of_the_Mountain_King.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Hallelujah_Chorus.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Hands_Across_the_Sea.sid        Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Hark_The_Herald_Angels_Sing.sid Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Helena_Polka.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/High_School_Cadets.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Horn_Concerto_in_F_Major.sid    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Humoreske.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/I_Dream_of_Jeanie.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Imperial_Edward.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Invincible_Eagle.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Jenny_Lind_Polka.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Jesu_Joy_of_Mans_Desiring.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Joy_to_the_World.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Julida_Polka.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/King_Cotton.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Liberty_Bell.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Liebestraum.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Linz_Minuet.sid                 Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Little_Buttercup.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Lover_and_His_Lass.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Madelon.sid                     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Manhattan_Beach_March.sid       Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_JCF_Bach.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_National_Fencibles.sid    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_The_Gladiator.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_of_Corcoran_Cadets.sid    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_of_Rifle_Regiment.sid     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_of_the_Little_Tin_Soldiers.sid Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/March_of_the_Sardar.sid         Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Marche_Militaire.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Merry_Christmas.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Modern_Major_General.sid        Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Moonlight_Sonata_A.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Moonlight_Sonata_B.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/My_Old_Kentucky_Home.sid        Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Mystery_19.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Mystery_20.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Nachtmusik.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/New_Rag.sid                     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/O_Come_All_Ye_Faithful.sid      Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/O_Sanctissima.sid               Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Oboe_Concerto_in_F_Major.sid    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Oh_Susanna.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Old_Folks_at_Home.sid           Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Our_Director.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Parade_of_the_Wooden_Soldiers.sid Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Passepied.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Pastime_with_Good_Company.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Pastorale.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Pastorale_in_G.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Pennsylvania_Polka.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Picadore_March.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Poor_Wandering_One.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Red_Raven_Polka.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Sail_the_Ocean.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Sarabande_Minuet_and_Trio.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Scherzo.sid                     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Second_Regiment_March.sid       Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Semper_Fidelis.sid              Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Sonata_Facile.sid               Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Stars_and_Stripes_Forever.sid   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Stephen_Foster_Overture.sid     Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/String_Concerto_in_A_Major.sid  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Symphony_5.sid                  Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Teddy_Bears_Picnic.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Three_Little_Maids.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Thunder_and_Blazes_March.sid    Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Thunderer.sid                   Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Tick_Tock_Polka.sid             Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Tinker_Polka.sid                Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Voices_of_Spring.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Wandering_Minstrel.sid          Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/Washington_Post_March.sid       Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/When_I_Was_a_Lad.sid            Loadstar_SongSmith
MUSICIANS/M/Marquis_Dave/With_Cat-Like_Tread.sid         Loadstar_SongSmith
MUSICIANS/M/Martens/4_Simone.sid                         DMC
MUSICIANS/M/Martens/Acid_Rain_note.sid                   DMC
MUSICIANS/M/Martens/Ann.sid                              DMC
MUSICIANS/M/Martens/C-64_5_9_intro.sid                   DMC
MUSICIANS/M/Martens/Camas_Logo_Collection_note.sid       DMC
MUSICIANS/M/Martens/Christmas_Zak.sid                    DMC
MUSICIANS/M/Martens/Cobal_Ctx_Note.sid                   Music_Assembler
MUSICIANS/M/Martens/Comoda_1_magazine.sid                Music_Assembler
MUSICIANS/M/Martens/Comoda_2_intro.sid                   Music_Assembler
MUSICIANS/M/Martens/Comoda_2_magazine.sid                Music_Assembler
MUSICIANS/M/Martens/Duty.sid                             DMC
MUSICIANS/M/Martens/For_C-64_5_Magazine.sid              DMC
MUSICIANS/M/Martens/For_Eden.sid                         DMC
MUSICIANS/M/Martens/Free_World.sid                       DMC
MUSICIANS/M/Martens/Hair_of_Dog.sid                      DMC
MUSICIANS/M/Martens/Intro.sid                            Music_Assembler
MUSICIANS/M/Martens/Martens_01.sid                       DMC
MUSICIANS/M/Martens/Martens_02.sid                       DMC
MUSICIANS/M/Martens/Martens_03.sid                       DMC
MUSICIANS/M/Martens/Nocne_Graffiti.sid                   DMC
MUSICIANS/M/Martens/Nowhere.sid                          DMC
MUSICIANS/M/Martens/Pierogi_tune_1.sid                   Music_Assembler
MUSICIANS/M/Martens/Pierogi_tune_2.sid                   Music_Assembler
MUSICIANS/M/Martens/Prelude.sid                          DMC
MUSICIANS/M/Martens/Rodlin_Crew.sid                      DMC
MUSICIANS/M/Martens/Sen.sid                              DMC
MUSICIANS/M/Martens/Senna.sid                            DMC
MUSICIANS/M/Martens/Szczoch_Zak.sid                      DMC
MUSICIANS/M/Martens/Techno_Mix_v2_0.sid                  DMC
MUSICIANS/M/Martens/Technomix_Vol_1.sid                  DMC
MUSICIANS/M/Martens/Voyage.sid                           DMC
MUSICIANS/M/Martinelle_Alexander/Counterweight_Kate.sid  GoatTracker_V2.x
MUSICIANS/M/Martinland/5_a_Row.sid                       Stephan/Bytemare
MUSICIANS/M/Martinland/Arthritical_Indulgence.sid        Geir_Tjelta/SIDDuzz'It
MUSICIANS/M/Martinland/Grazer.sid                        Geir_Tjelta/SIDDuzz'It
MUSICIANS/M/Martinland/Koalaminne.sid                    Geir_Tjelta/SIDDuzz'It
MUSICIANS/M/Martinland/Robotnik.sid                      Geir_Tjelta/SIDDuzz'It
MUSICIANS/M/Martinland/Tears_in_Runes.sid                Geir_Tjelta/SIDDuzz'It
MUSICIANS/M/Mass_Murderer/Evil_at_Large.sid              AMP
MUSICIANS/M/Mass_Murderer/Oracle_tune_3.sid              AMP
MUSICIANS/M/Mass_Murderer/Simple_Vision.sid              AMP
MUSICIANS/M/Massiv_Dansk_Invasion/7_Miljoner_Poliser.sid GoatTracker_V1.x
MUSICIANS/M/Massiv_Dansk_Invasion/Dagisfroeknarna_Slaar_Tillbaka.sid GoatTracker_V1.x
MUSICIANS/M/Massiv_Dansk_Invasion/Dumma_Umgaengen.sid    GoatTracker_V1.x
MUSICIANS/M/Massiv_Dansk_Invasion/Gruvjobbet.sid         GoatTracker_V1.x
MUSICIANS/M/Mateus/1st_C-64_Tune.sid                     Music_Assembler
MUSICIANS/M/Mateus/Arpegio.sid                           Music_Assembler
MUSICIANS/M/Mateus/Artery_of_the_World.sid               Music_Assembler
MUSICIANS/M/Mateus/Bassmania.sid                         Music_Assembler
MUSICIANS/M/Mateus/Beginning.sid                         Music_Assembler
MUSICIANS/M/Mateus/Blue_Soul.sid                         Music_Assembler
MUSICIANS/M/Mateus/Bohemian_Tune.sid                     Music_Assembler
MUSICIANS/M/Mateus/Buster.sid                            Music_Assembler
MUSICIANS/M/Mateus/Cannon_Craze.sid                      Music_Assembler
MUSICIANS/M/Mateus/Crash_Demo_End_Music.sid              Music_Assembler
MUSICIANS/M/Mateus/Crash_Demo_Tune.sid                   Music_Assembler
MUSICIANS/M/Mateus/Crazy_Dream.sid                       Music_Assembler
MUSICIANS/M/Mateus/Crusher.sid                           Music_Assembler
MUSICIANS/M/Mateus/D-Demo_Tune.sid                       Music_Assembler
MUSICIANS/M/Mateus/Dejection.sid                         Music_Assembler
MUSICIANS/M/Mateus/Dictator_2.sid                        Music_Assembler
MUSICIANS/M/Mateus/Dust_Heap.sid                         Music_Assembler
MUSICIANS/M/Mateus/Dust_Heap_1_coding_chapter.sid        Music_Assembler
MUSICIANS/M/Mateus/Easy_Techno.sid                       Music_Assembler
MUSICIANS/M/Mateus/End_Tune.sid                          Music_Assembler
MUSICIANS/M/Mateus/Fool.sid                              Music_Assembler
MUSICIANS/M/Mateus/Foton.sid                             Music_Assembler
